grant_id,primary,secondary,confidence,basis
10be8ecc-08b3-c590-9ac2-11b9e271cce9,7.1,7.5,medium,synthetic pretraining to shift AI values; digital minds
1172fd8f-8a2d-61dd-3e02-8742392c75be,5.2,,low,consent gate before authority-bearing model responses
1225e95c-2daf-2b9d-b038-2e5a7709fdfc,7.1,6.5,low,hardware clamp enforcing limits on actuators
122f704e-9c6c-b870-8828-34bf9c46fc51,7.1,7.2,medium,RL conditions producing steganographic hidden reasoning
1255875e-5627-16a6-6a0f-8c884f8a49b9,5.1,,medium,emotionally aware AI companions and user trust
1281a6f5-cc59-76b2-c680-246720729436,7.1,7.2,high,AI control evaluation extended with cyber kill chain
1288a299-b529-3c26-ca7f-1fb05d2727c2,7.6,,medium,benchmark for tacit coordination between model copies
12e3640e-d2ca-0bf2-a84e-438eb620aeff,3.1,7.4,low,checking logical soundness of AI reasoning
130f5367-38ce-891c-a331-2e11f8ddab54,7.1,7.2,medium,runtime guardrails and red-teaming for autonomous agents
132caa41-b0c8-b796-350a-abde67300ba2,7.1,,medium,cross-constitution value drift in character training
13d243e6-dc5e-1775-9e37-4086cf51f409,7.1,,low,governance layer constraining autonomous agents
14345d07-8ab7-40b4-f4c3-f1b145e67322,7.2,7.1,medium,evaluating LLM deception and sandbox escape
1447b1f7-9750-ee4a-fe75-56f76f7b0a16,7.4,,high,structuring LLM internals for monitoring and intervention
1560172e-8f7e-49c4-b3a2-80914166bd07,7.5,7.3,medium,model welfare and answer-thrashing replication
15761976-7c26-e684-528c-78b7cbc7764b,6.5,6.4,high,international binding red lines agreement
161661af-5697-3b86-75ea-bbe1e1315b8a,7.1,,low,emergence of agent identity without objectives
166f3452-ca7b-e70a-d743-9bb105707e01,5.2,,low,refusing AI output that erodes personal identity
16aebb97-7a4a-cbf8-e6ba-a5ce65e66c79,7.4,7.1,medium,eliciting latent knowledge via personality-shift tokens
17506d43-8400-7b13-af46-fe35a172d694,7.1,7.4,low,deterministic oversight of agent traces
1761e4db-d27e-9550-08d2-e0e0736266ab,7.1,,medium,geometric alignment framework against value drift
17f6ed03-5851-60a3-15d8-ca24ac6e3665,7.1,,medium,teaching models to self-reflect and refuse harm
180d865d-5907-5411-87a2-ecc56adcd19c,7.4,,high,interpretability toolkit for world models
191c1e2d-4a77-f7e0-9e02-34a76a61b64e,7.4,,high,neuroscience tools for mechanistic interpretability
19409b94-bb73-9bd8-971f-b307e5e502dc,6.5,,high,liability insurance and fiduciary mechanisms for labs
1977c3e6-e5da-8443-3a22-ed371cfa4454,7.1,,medium,mechanism design and collective intelligence for alignment
19818c66-2b90-12b0-2051-9adfe023852f,2.2,,high,prompt-injection blast radius for agent configs
198790c7-0b50-3ae4-c435-66804cb49526,not_ai,,medium,broad metacrisis narrative change; no AI focus
198fa879-09bb-2ca5-f2b3-5fd8eec1ec87,field,,medium,interactive film dramatising AI safety choices
19ae7625-37ac-accc-f86c-40ee3f91e5b7,not_ai,,medium,model portability tooling; no risk angle
19e1132a-322d-277c-8567-6f6d130fa159,5.1,,low,emotional alignment; user trust and harm
1a47abc8-cf77-29ac-a189-dcea1ad2882e,1.3,7.2,medium,red-teaming guardrails in Nigerian Pidgin dialects
1a57d358-7e9b-ca63-40c5-ca6aed271380,6.1,6.5,medium,equitable governance of shared AI compute access
1ae668ef-1f56-f0db-c514-f269280f817e,7.1,7.2,medium,fine-tuning shifts values; guardrail fragility
1b224ab7-545b-5f3d-9cfe-eb974fa93864,field,,medium,study of media discourse on AI risk
1b280c07-9917-0ba9-c0b2-b69b5e7c0eae,7.1,,low,hardware-enforced formally verified safety architecture
1b67346d-6bed-03b9-a1bf-c8ea0d377be5,7.3,,medium,prompt compression degrades model safety properties
1b6e27e2-c82f-6f42-b9c0-8355168b0115,7.1,,low,claimed alignment evaluation scoring framework
1bd4ebaa-8d35-380c-55c1-ff1e6efb07d3,7.1,7.4,high,persona drift in conditionally misaligned models
1be1a21d-8842-032a-ab9d-e60bfbbe5abe,7.1,,medium,theory of instrumental convergence and alignment
1c223a6a-4bc0-4995-aa89-edc7f11faedd,1.1,,high,harm taxonomy for marginalised Indian communities
1c5beac2-7cf8-cdfa-5d04-bc2429bd2d52,2.2,,medium,accelerator for AI security and assurance startups
1c72f02b-7c2d-d6fa-189d-672e34b48d1a,7.4,,high,interpreting latent reasoning with natural language autoencoders
1cfccdc8-83f7-d24d-400c-eeb298f33b65,5.1,,medium,benchmark of model relating to users
1d2638e0-6ad8-a5d4-a734-478870903c99,field,,medium,historical scholarship on AI x-risk discourse
1d460936-80a7-d248-7dc1-d7901a420cb9,4.2,,high,biosecurity screening evasion by redesigned toxins
1d6f5b70-f69d-3f70-8c57-a15f034de477,7.3,3.1,low,external validation gate for output reliability
1d9e46a7-e5fb-0764-f5e1-fabfa6d11dd5,7.2,,high,building evals and benchmarks in Inspect
1dc6e27f-518e-9323-3e3d-16091cc1b3fe,7.1,7.3,low,benchmark of declared-versus-actual agent behaviour
1e7f3a01-74fc-472c-acc8-6711cae43b48,2.2,,high,prompt-injection vulnerability checks for financial agents
1fc088be-f95f-f52e-b06b-469e4e327815,field,,medium,travel to present AI safety paper
2019/0,field,,high,career advice and talent pipeline
2019/1,field,,high,AI Impacts forecasting and timelines research
2019/10,field,,medium,Median Group AI forecasting
2019/11,6.4,,low,models cooperation amid AI competitive dynamics
2019/12,not_ai,,high,meditation and kindness org
2019/13,7.1,,medium,Ought; factored cognition and scalable oversight
2019/14,field,,high,career advice organisation; talent pipeline
2019/15,field,,high,AI Impacts forecasting and timelines
2019/16,field,,high,AI ethics and society conference support
2019/17,not_ai,,high,resilient food in disasters; not AI
2019/18,6.5,,low,parliamentary group on future generations policy
2019/19,not_ai,,medium,CFAR general support; rationality not AI-framed
2019/2,field,,high,AI ethics and society academic conference
2019/20,field,,medium,broad existential risk centre general support
2019/21,6.5,,high,AI governance and policy organisation
2019/22,not_ai,,high,longevity research; not AI
2019/23,field,,low,social minds lab; unclear AI risk subdomain
2019/24,field,,medium,AI forecasting and x-risk research group
2019/25,7.1,,medium,Ought factored cognition and oversight research
2019/26,not_ai,,medium,general EA and rationality community hub
2019/27,field,,low,mathematical foundations org; unclear subdomain
2019/28,not_ai,,medium,Jason Crawford writes on progress studies
2019/3,not_ai,,high,food security in global catastrophes
2019/4,not_ai,,medium,rationality training org; no AI framing
2019/5,not_ai,,high,charter cities; unrelated to AI
2019/6,field,,medium,CSER covers multiple existential risks
2019/7,not_ai,,high,environmental law org; no AI focus
2019/8,field,,medium,GCRI; multi-hazard catastrophic risk research
2019/9,not_ai,,high,longevity research; no AI risk content
2020/h1/29,field,,medium,LessWrong AI-safety community infrastructure
2020/h1/30,7.1,,high,MIRI works on agent foundations and misalignment
2020/h1/31,field,,medium,QURI works on forecasting and epistemics
2020/h1/32,field,,high,80000 Hours career advice and field building
2020/h1/33,field,,medium,FLI multi-domain org
2020/h1/34,field,,high,AI safety community infrastructure
2020/h1/35,7.1,,high,MIRI works on misalignment and agent foundations
2020/h1/36,field,,medium,QURI works on forecasting and epistemics
2020/h1/37,field,,high,80000 Hours general support; career pipeline
2020/h1/38,6.5,,medium,The Future Society does AI policy and governance
2020/h1/39,field,,medium,FLI multi-domain org
2020/h1/40,field,,medium,global catastrophic risk institute general support
2020/h1/41,not_ai,,medium,Leverage Research; not an AI-risk actor
2020/h1/42,field,,high,AI Impacts; AI forecasting and timelines
2020/h1/43,not_ai,,high,mental health degree; unrelated to AI
2020/h1/44,field,,medium,academic x-risk centre collaboration support
2020/h1/45,unknown,,low,no information about grantee or programme
2020/h1/46,field,,medium,existential risk strategy research general support
2020/h1/47,field,,medium,AI safety community forum infrastructure
2020/h1/48,7.1,,high,MIRI alignment and agent foundations
2020/h1/49,field,,high,forecasting and epistemics research institute
2020/h1/50,field,,high,career advising and talent pipeline
2020/h1/51,6.5,,medium,The Future Society does AI policy governance
2020/h1/52,field,,medium,FLI spans several AI risk subdomains
2020/h1/53,field,,medium,GCRI; multi-hazard catastrophic risk research
2020/h1/54,field,,medium,AI Impacts forecasts AI progress and timelines
2020/h1/55,unknown,,low,opaque grantee name; no context
2020/h1/56,field,,medium,FHI-successor org spans alignment and governance
2020/h2/57,field,,medium,FLI spans policy and multiple AI risks
2020/h2/58,not_ai,,low,CFAR general support; rationality not AI-framed
2020/h2/59,field,,high,research scholars programme; talent development
2020/h2/60,not_ai,,low,innovative governance research; no AI focus
2020/h2/61,not_ai,,high,electoral reform; no AI content
2020/h2/62,6.5,,high,AI policy and governance institute
2020/h2/63,not_ai,,medium,philanthropic pledge community; no AI focus
2020/h2/64,not_ai,,low,applied utilitarianism; no AI focus
2020/h2/65,field,,low,Topos Institute; broad foundations research
2020/h2/66,field,,low,rationality training as AI safety talent pipeline
2020/h2/67,field,,high,university existential risk field-building
2020/h2/68,not_ai,,medium,mechanism design community work without AI focus
2020/h2/69,not_ai,,high,progress studies writing; no AI focus
2020/h2/70,7.1,,high,CHAI; human-compatible AI alignment research
2020/h2/71,7.1,,high,MIRI works on agent foundations alignment
2020/h2/72,field,,medium,FLI general support spanning many risk domains
2020/h2/73,field,,low,mathematics institute; broad AI-safety relevance
2020/h2/74,not_ai,,low,rationality workshops; no AI framing
2020/h2/75,field,,high,FHI Research Scholars talent programme
2020/h2/76,field,,high,BERI general support; x-risk research infrastructure
2020/h2/77,field,,low,broad catastrophic risk institute including AI
2020/h2/78,field,,medium,Stanford existential risks student initiative
2020/h2/79,field,,medium,AI forecasting and existential risk analysis
2020/h2/80,6.4,,low,models cooperation amid AI competitive dynamics
2020/h2/81,not_ai,,low,multi-cause EA research org; no AI focus
2020/h2/82,not_ai,,low,mechanism design and democracy; no AI focus
2020/h2/83,not_ai,,high,progress studies org; no AI risk focus
2020/h2/84,field,,medium,AI ethics and society conference
2020/h2/85,not_ai,,medium,general EA research career advising; no AI focus
2021/h1/100,not_ai,,high,food security in disasters; no AI
2021/h1/101,6.5,,low,parliamentary group on long-term risk policy
2021/h1/102,not_ai,,medium,metascience organisation with no AI risk focus
2021/h1/103,field,,medium,CSER; multi-domain existential risk centre
2021/h1/104,not_ai,,high,charter cities governance; unrelated to AI
2021/h1/105,unknown,,low,unrecognised grantee; no programme context
2021/h1/106,field,,medium,Convergence does broad existential risk strategy
2021/h1/107,field,,low,small AI safety org; unclear focus
2021/h1/108,field,,medium,CEEALAR EA learning hub
2021/h1/109,field,,medium,GCRI spans multiple global catastrophic risks
2021/h1/110,field,,medium,BERI-CSER support spans existential risk research
2021/h1/111,field,,medium,broad existential risk strategy research org
2021/h1/112,field,,low,social minds lab; unclear AI-risk subdomain
2021/h1/113,field,,high,AI Impacts forecasting and timelines research
2021/h1/114,not_ai,,medium,science funding reform; no AI risk
2021/h1/115,not_ai,,medium,mathematics education platform
2021/h1/116,field,,low,EA research hub; AI-safety adjacent infrastructure
2021/h1/117,field,,medium,operational support for FHI existential risk research
2021/h1/118,6.5,,high,GovAI governance research
2021/h1/119,field,,high,BERI-SERI collaboration; research infrastructure
2021/h1/86,field,,low,rationality training framed as x-risk infrastructure
2021/h1/87,field,,high,AI safety community infrastructure
2021/h1/88,field,,low,AI-safety-adjacent org; focus unclear
2021/h1/89,7.1,,medium,Krueger group does alignment research
2021/h1/90,7.6,7.1,medium,Critch works on multi-stakeholder multi-agent AI risk
2021/h1/91,field,,medium,LTFF regrantor; multi-domain
2021/h1/92,field,,medium,BERI-FHI operational support for x-risk research
2021/h1/93,not_ai,,medium,maths education platform; no AI risk
2021/h1/94,field,,medium,BERI-SERI operational collaboration for x-risk research
2021/h1/95,not_ai,,medium,philanthropic pledge community; no AI focus
2021/h1/96,6.5,,medium,Legal Priorities Project law research
2021/h1/97,6.5,,high,AI governance research with GovAI
2021/h1/98,field,,high,AI Impacts; timelines forecasting and epistemics
2021/h1/99,field,,high,AI Safety Support builds the talent pipeline
2021/h2/120,field,,medium,regranting fund across AI safety subdomains
2021/h2/121,7.6,7.1,medium,CLR works on multi-agent conflict and s-risks
2021/h2/122,not_ai,,high,ALLFED works on food resilience
2021/h2/123,field,,low,SFF general support; AI-risk actor unclear focus
2021/h2/124,field,,high,AI safety community infrastructure and forum
2021/h2/125,field,,medium,Lightcone AI-safety community infrastructure
2021/h2/126,not_ai,,medium,EA meta community fund; no AI focus
2021/h2/127,6.5,,high,GovAI does AI governance research
2021/h2/128,7.1,,medium,Ought works on factored cognition and scalable oversight
2021/h2/129,not_ai,,medium,science reform organisation; no AI focus
2021/h2/130,7.1,,medium,CHAI does human-compatible AI alignment research
2021/h2/131,7.1,,medium,BERI support for CHAI alignment research
2021/h2/132,6.1,,medium,AI Objectives Institute works on power and economic objectives
2021/h2/133,field,,low,mathematics institute; broad safety relevance
2021/h2/134,field,,high,AI Safety Camp talent and research programme
2021/h2/135,not_ai,,medium,general talent grants in India; no AI
2021/h2/136,not_ai,,high,biostasis foundation
2021/h2/137,7.6,,low,modelling cooperation and conflict dynamics
2021/h2/138,6.4,6.5,medium,AI and international relations research
2022/h1/139,7.1,,high,Redwood Research general support
2022/h1/140,field,,low,AI-safety-adjacent org; focus unclear
2022/h1/141,field,,medium,Nonlinear AI safety infrastructure
2022/h1/142,field,,low,regranting fund for language model safety
2022/h1/143,not_ai,,high,human challenge trials advocacy
2022/h1/144,field,,high,QURI; forecasting and epistemics infrastructure
2022/h1/145,7.6,7.1,medium,alignment in complex systems; multi-agent hierarchical agency
2022/h1/146,field,,medium,ALTER works on broad existential risk
2022/h1/147,field,,low,Topos Institute; mathematics adjacent to AI safety
2022/h1/148,not_ai,,medium,focused research organisations; no AI risk focus
2022/h1/149,6.5,,high,international longterm governance institute
2022/h1/150,field,,low,social science forecasting platform; epistemics infrastructure
2022/h1/151,field,,medium,prediction market platform; forecasting infrastructure
2022/h1/152,not_ai,,high,charter cities institute; unrelated to AI
2022/h1/153,field,,medium,Median Group does broad x-risk forecasting
2022/h1/154,field,,low,social minds lab; unclear AI risk subdomain
2022/h1/155,field,,low,obscure SFF grantee; unclear focus
2022/h1/156,field,,low,cross-cause research organisation general support
2022/h1/157,not_ai,,high,environmental law; unrelated to AI
2022/h1/158,unknown,,low,organisation and focus unclear
2022/h1/159,not_ai,,medium,metascience policy project
2022/h1/160,not_ai,,high,philanthropic pledge community; no AI focus
2022/h1/161,7.5,,medium,moral circle expansion; digital minds research
2022/h1/162,field,,medium,x-risk public communication
2022/h1/163,field,,medium,AI ethics and society conference support
2022/h1/164,field,,medium,GCRI broad global catastrophic risk research
2022/h1/165,field,,low,Foresight spans technologies; AI safety programme
2022/h1/166,not_ai,,high,vaccine collaborative; no AI content
2022/h1/167,unknown,,low,grantee unidentifiable from text
2022/h1/168,not_ai,,low,local foundation; no AI focus
2022/h1/169,not_ai,,high,caving society; unrelated to AI
2022/h1/170,not_ai,,high,coding education in Ethiopia
2022/h2/171,field,,high,AI Impacts; AI forecasting and timelines
2022/h2/172,not_ai,,high,post-catastrophe food resilience
2022/h2/173,7.1,,medium,technical alignment impossibility proofs
2022/h2/174,7.1,,high,Alignment Research Center general support
2022/h2/175,field,,medium,BERI; university x-risk collaboration support
2022/h2/176,7.1,,medium,CHAI alignment research collaboration support
2022/h2/177,not_ai,,medium,depolarisation education with no AI focus
2022/h2/178,not_ai,,low,broad EA residency; no AI framing
2022/h2/179,not_ai,,low,rationality workshops; no AI framing
2022/h2/180,not_ai,,high,electoral reform; unrelated to AI
2022/h2/181,field,,medium,alignment research funder; general support
2022/h2/182,6.5,,medium,The Future Society does AI policy governance
2022/h2/183,6.5,,medium,legal research on AI and longtermism
2022/h2/184,field,,high,LessWrong and rationalist infrastructure
2022/h2/185,field,,low,x-risk philanthropy advisory general support
2022/h2/186,field,,low,epistemics and rationality writing via Lightcone
2022/h2/187,field,,low,unclear focus; AI risk modelling org
2022/h2/188,6.4,6.5,low,China-West AI policy coordination lab
2022/h2/189,not_ai,,medium,PARPA metascience
2022/h2/190,not_ai,,high,pronatalism advocacy; unrelated to AI
2022/h2/191,not_ai,,medium,rationality meetups; no AI framing
2022/h2/192,6.5,,medium,SaferAI builds AI risk management and governance standards
2022/h2/193,unknown,,low,Scholarship Workshop unfamiliar; text thin
2022/h2/194,field,,medium,epistemic infrastructure for public deliberation
2022/h2/195,7.1,,low,mathematical foundations institute for safe AI
2022/h2/196,unknown,,low,university general support with no context
2022/h2/197,not_ai,,high,electoral reform organisation; no AI
2022/h2/198,unknown,,low,Whylome unfamiliar; text thin
2023/h1/199,6.1,,medium,AI Objectives Institute; power and coordination
2023/h1/200,7.2,,high,ARC Evals does dangerous capability evaluations
2023/h1/201,not_ai,,high,ALLFED works on food resilience
2023/h1/202,field,,high,Arkose helps researchers enter AI safety
2023/h1/203,field,,low,Basis Research Institute general support; unclear subdomain
2023/h1/204,7.1,,medium,operational support for CHAI alignment research
2023/h1/205,field,,low,operational support for university AI-risk collaboration
2023/h1/206,field,,medium,CAIS broad AI safety work
2023/h1/207,6.5,,high,think-tank AI governance policy project
2023/h1/208,7.6,7.1,medium,CLR conflict and cooperation between AI agents
2023/h1/209,6.5,,high,GovAI is an AI governance research centre
2023/h1/210,not_ai,,high,charter cities policy; no AI focus
2023/h1/211,not_ai,,high,biology lab; unrelated to AI
2023/h1/212,field,,medium,FAR AI spans research and field building
2023/h1/213,field,,high,FAR AI general support; multi-agenda safety org
2023/h1/214,not_ai,,low,fp21 reforms foreign policy institutions generally
2023/h1/215,7.1,,medium,Holtman works on corrigibility and AGI safety
2023/h1/216,7.5,,low,consciousness research relevant to AI moral status
2023/h1/217,field,,high,LessWrong; AI safety community infrastructure
2023/h1/218,field,,medium,forecasting platform; epistemics infrastructure
2023/h1/219,7.1,,medium,Ought works on scalable oversight
2023/h1/220,field,,medium,PIBBSS interdisciplinary fellowship and research programme
2023/h1/221,unknown,,low,unrecognised grantee; no programme context
2023/h1/222,7.1,,high,Redwood Research; alignment and control
2023/h1/223,6.5,,medium,Norwegian long-term policy centre
2023/h1/224,6.1,6.5,medium,collective intelligence against concentrated AI power
2023/h1/225,not_ai,,low,research evaluation meta-science; no AI focus
2023/h1/226,field,,low,Topos maths for AI safety; unclear focus
2023/h1/227,field,,medium,university existential risk lab general support
2023/h1/228,7.1,,medium,Yampolskiy researches AI uncontrollability and misalignment
2023/h2/229,field,,high,career advice and talent pipeline
2023/h2/230,field,,low,base-rate forecasting work; epistemics infrastructure
2023/h2/231,field,,medium,hackathon; community infrastructure
2023/h2/232,field,,low,alignment coordination; thin description
2023/h2/233,4.1,3.2,medium,AI Forensics audits platform algorithms and disinformation
2023/h2/234,field,,high,AI forecasting and strategy research org
2023/h2/235,field,,medium,local AI safety group building
2023/h2/236,field,,low,AI safety workshop; no subdomain named
2023/h2/237,field,,medium,survey of AI x-risk communications
2023/h2/238,7.6,7.1,medium,ACS; alignment of complex multi-agent systems
2023/h2/239,field,,low,broad long-term existence and resilience research
2023/h2/240,unknown,,low,unrecognised grantee; no programme context
2023/h2/241,7.2,,high,Apollo Research does frontier model evaluations
2023/h2/242,field,,medium,Arb Research; AI-safety research consultancy; unclear focus
2023/h2/243,field,,low,AI safety community project; details unstated
2023/h2/244,field,,medium,BERI supports university safety research operations
2023/h2/245,field,,medium,BERI supports existential risk research organisations
2023/h2/246,field,,low,generic AI safety research; no named subdomain
2023/h2/247,unknown,,low,text too thin to classify
2023/h2/248,field,,low,Lightspeed grant; thin trajectory-models description
2023/h2/249,field,,medium,Catalyze incubates new AI safety organisations
2023/h2/250,6.5,,medium,advocacy campaign for AI regulation
2023/h2/251,field,,low,Lightspeed grant; thin description
2023/h2/252,unknown,,low,placeholder text with no programme detail
2023/h2/253,7.4,,high,developmental interpretability research
2023/h2/254,field,,low,Cavendish Labs mixed AI and bio
2023/h2/255,6.5,,medium,policy advocacy arm of CAIS
2023/h2/256,field,,high,CAIS general support; multi-domain safety org
2023/h2/257,6.5,,high,GovAI does AI governance research
2023/h2/258,4.2,6.5,medium,AI-bio policy project
2023/h2/259,6.4,,high,AGI moratorium advocacy; pause campaigning
2023/h2/260,not_ai,,high,EA community health team
2023/h2/261,field,,low,unclear coordination-focused project
2023/h2/262,unknown,,low,scholarship placeholder; no description
2023/h2/263,5.2,,low,cyborg cognition; human-AI cognitive delegation
2023/h2/264,not_ai,,high,environmental law organisation
2023/h2/265,field,,low,rationality and epistemics research project
2023/h2/266,field,,high,EffiSciences; French AI safety field-building
2023/h2/267,6.4,,medium,advocacy for an AI moratorium
2023/h2/268,field,,medium,European AI safety network; community infrastructure
2023/h2/269,field,,medium,rationality and epistemics community infrastructure
2023/h2/270,field,,high,FAR AI general support; multi-agenda safety org
2023/h2/271,7.4,,high,interpretability project
2023/h2/272,field,,high,AI alignment research podcast
2023/h2/273,unknown,,low,grantee unidentifiable from text
2023/h2/274,6.5,,medium,technology policy think tank
2023/h2/275,unknown,,low,no programme detail given
2023/h2/276,unknown,,low,no programme description given
2023/h2/277,field,,medium,alignment community summit
2023/h2/278,field,,low,Global Shield; all-hazards catastrophic risk advocacy
2023/h2/279,7.1,,low,cognitive oversight research
2023/h2/280,unknown,,low,no programme detail given
2023/h2/281,field,,low,MLAB-style alignment bootcamp
2023/h2/282,unknown,,low,name only; no programme context
2023/h2/283,7.4,,medium,interpretability tools project
2023/h2/284,7.1,,medium,reinforcement learning safety research
2023/h2/285,field,,high,alignment upskilling grant
2023/h2/286,7.1,,high,agent foundations research
2023/h2/287,2.2,,medium,cybersecurity for AI systems
2023/h2/288,7.4,,medium,interpretability research
2023/h2/289,7.1,,high,debate-based oversight research
2023/h2/290,field,,low,unspecified AI safety research grant
2023/h2/291,not_ai,,high,biotechnology company
2023/h2/292,6.5,,medium,legal research for longtermist AI governance
2023/h2/293,6.5,,medium,using ESG levers to advance AI safety
2023/h2/294,7.4,,medium,algorithm interpretability work
2023/h2/295,field,,high,LessWrong; AI safety community infrastructure
2023/h2/296,field,,low,unspecified LLM safety research; thin text
2023/h2/297,field,,medium,longtermist regranting fund; broad AI safety
2023/h2/298,unknown,,low,no programme context given
2023/h2/299,field,,medium,Tegmark group spans interpretability and AI risk
2023/h2/300,field,,high,MATS London talent programme
2023/h2/301,field,,high,AI safety explainer and education resource
2023/h2/302,unknown,,low,no programme description available
2023/h2/303,7.4,,medium,interpretability study grant
2023/h2/304,field,,low,assistant hire for macrostrategy researcher
2023/h2/305,not_ai,,medium,general EA community online infrastructure
2023/h2/306,not_ai,,low,suffering-focused ethics advocacy; no AI focus
2023/h2/307,7.1,,high,agent foundations alignment research
2023/h2/308,6.4,6.5,low,China-focused AI policy and competition
2023/h2/309,7.2,,medium,Palisade demonstrates dangerous AI capabilities
2023/h2/310,6.4,,high,PauseAI; slowdown advocacy against race dynamics
2023/h2/311,7.1,,low,name indicates alignment research; text absent
2023/h2/312,7.1,,medium,independent technical alignment research
2023/h2/313,field,,medium,PIBBSS interdisciplinary fellowship programme
2023/h2/314,7.1,,medium,review of alignment methods
2023/h2/315,6.5,,medium,AI safety litigation and liability
2023/h2/316,6.5,,low,name suggests AI pharma regulation; text absent
2023/h2/317,not_ai,,high,SecureBio is a biosecurity organisation
2023/h2/318,not_ai,,high,DNA synthesis screening biosecurity
2023/h2/319,field,,high,MATS scholars talent programme
2023/h2/320,7.4,,medium,interpretability research group
2023/h2/321,7.4,7.1,medium,shard theory study of model internals
2023/h2/322,field,,low,AI safety community and talent initiative
2023/h2/323,field,7.4,medium,singular learning theory research summit
2023/h2/324,field,,high,AI safety explainer infrastructure
